2025-02-24 11:14:16 | Information | Now listening on: "https://localhost:7285"
2025-02-24 11:14:16 | Information | Now listening on: "http://localhost:5163"
2025-02-24 11:14:16 | Information | Application started. Press Ctrl+C to shut down.
2025-02-24 11:14:16 | Information | Hosting environment: "Development"
2025-02-24 11:14:16 | Information | Content root path: "C:\Users\jayde\source\repos\Student_Api\Student_Api"
2025-02-24 11:14:17 | Information | Request starting "HTTP/2" "GET" "https"://"localhost:7285""""/swagger/index.html""" - null null
2025-02-24 11:14:17 | Information | Request finished "HTTP/2" "GET" "https"://"localhost:7285""""/swagger/index.html""" - 200 null "text/html;charset=utf-8" 173.0426ms
2025-02-24 11:14:17 | Information | Request starting "HTTP/2" "GET" "https"://"localhost:7285""""/_framework/aspnetcore-browser-refresh.js""" - null null
2025-02-24 11:14:17 | Information | Request starting "HTTP/2" "GET" "https"://"localhost:7285""""/_vs/browserLink""" - null null
2025-02-24 11:14:17 | Information | Request finished "HTTP/2" "GET" "https"://"localhost:7285""""/_framework/aspnetcore-browser-refresh.js""" - 200 13774 "application/javascript; charset=utf-8" 17.3947ms
2025-02-24 11:14:17 | Information | Request finished "HTTP/2" "GET" "https"://"localhost:7285""""/_vs/browserLink""" - 200 null "text/javascript; charset=UTF-8" 56.3564ms
2025-02-24 11:14:17 | Information | Request starting "HTTP/2" "GET" "https"://"localhost:7285""""/swagger/v1/swagger.json""" - null null
2025-02-24 11:14:17 | Information | Request finished "HTTP/2" "GET" "https"://"localhost:7285""""/swagger/v1/swagger.json""" - 200 null "application/json;charset=utf-8" 17.8592ms
2025-02-24 11:14:22 | Information | Request starting "HTTP/2" "GET" "https"://"localhost:7285""""/api/Category""" - null null
2025-02-24 11:14:22 | Information | Executing endpoint '"Student_Api.Controllers.CategoryController.GetCategory (Student_Api)"'
2025-02-24 11:14:22 | Information | Route matched with "{action = \"GetCategory\", controller = \"Category\"}". Executing controller action with signature "Microsoft.AspNetCore.Mvc.IActionResult GetCategory()" on controller "Student_Api.Controllers.CategoryController" ("Student_Api").
2025-02-24 11:14:23 | Information | Fetching wether data...
2025-02-24 11:14:23 | Information | Category fetch sucessfully:"Categorys"
2025-02-24 11:14:23 | Information | Executing StatusCodeResult, setting HTTP status code 200
2025-02-24 11:14:23 | Information | Executed action "Student_Api.Controllers.CategoryController.GetCategory (Student_Api)" in 6.9298ms
2025-02-24 11:14:23 | Information | Executed endpoint '"Student_Api.Controllers.CategoryController.GetCategory (Student_Api)"'
2025-02-24 11:14:23 | Information | Request finished "HTTP/2" "GET" "https"://"localhost:7285""""/api/Category""" - 200 0 null 42.9292ms
2025-02-24 11:23:21 | Information | Now listening on: "https://localhost:7285"
2025-02-24 11:23:22 | Information | Now listening on: "http://localhost:5163"
2025-02-24 11:23:22 | Information | Application started. Press Ctrl+C to shut down.
2025-02-24 11:23:22 | Information | Hosting environment: "Development"
2025-02-24 11:23:22 | Information | Content root path: "C:\Users\jayde\source\repos\Student_Api\Student_Api"
2025-02-24 11:23:22 | Information | Request starting "HTTP/2" "GET" "https"://"localhost:7285""""/swagger/index.html""" - null null
2025-02-24 11:23:22 | Information | Request finished "HTTP/2" "GET" "https"://"localhost:7285""""/swagger/index.html""" - 200 null "text/html;charset=utf-8" 137.5571ms
2025-02-24 11:23:22 | Information | Request starting "HTTP/2" "GET" "https"://"localhost:7285""""/_framework/aspnetcore-browser-refresh.js""" - null null
2025-02-24 11:23:22 | Information | Request starting "HTTP/2" "GET" "https"://"localhost:7285""""/_vs/browserLink""" - null null
2025-02-24 11:23:22 | Information | Request finished "HTTP/2" "GET" "https"://"localhost:7285""""/_framework/aspnetcore-browser-refresh.js""" - 200 13774 "application/javascript; charset=utf-8" 9.6908ms
2025-02-24 11:23:22 | Information | Request finished "HTTP/2" "GET" "https"://"localhost:7285""""/_vs/browserLink""" - 200 null "text/javascript; charset=UTF-8" 44.9808ms
2025-02-24 11:23:22 | Information | Request starting "HTTP/2" "GET" "https"://"localhost:7285""""/swagger/v1/swagger.json""" - null null
2025-02-24 11:23:22 | Information | Request finished "HTTP/2" "GET" "https"://"localhost:7285""""/swagger/v1/swagger.json""" - 200 null "application/json;charset=utf-8" 13.8915ms
2025-02-24 11:23:39 | Information | Request starting "HTTP/2" "GET" "https"://"localhost:7285""""/api/Category/9""" - null null
2025-02-24 11:23:39 | Information | Executing endpoint '"Student_Api.Controllers.CategoryController.GetCategoryById (Student_Api)"'
2025-02-24 11:23:39 | Information | Route matched with "{action = \"GetCategoryById\", controller = \"Category\"}". Executing controller action with signature "Microsoft.AspNetCore.Mvc.IActionResult GetCategoryById(Int32)" on controller "Student_Api.Controllers.CategoryController" ("Student_Api").
2025-02-24 11:23:49 | Information | Fetching Catgory data for Id:9
2025-02-24 11:24:36 | Warning | Category Id with 9 not found.
2025-02-24 11:24:47 | Information | Executing "NotFoundObjectResult", writing value of type '"System.String"'.
2025-02-24 11:24:47 | Information | Executed action "Student_Api.Controllers.CategoryController.GetCategoryById (Student_Api)" in 67309.5001ms
2025-02-24 11:24:47 | Information | Executed endpoint '"Student_Api.Controllers.CategoryController.GetCategoryById (Student_Api)"'
2025-02-24 11:24:47 | Information | Request finished "HTTP/2" "GET" "https"://"localhost:7285""""/api/Category/9""" - 404 null "text/plain; charset=utf-8" 67349.3444ms
2025-02-24 11:52:35 | Information | Now listening on: "https://localhost:7285"
2025-02-24 11:52:35 | Information | Now listening on: "http://localhost:5163"
